Iteration,Movie,Rating,Timestamp
450,"American President, The (1995)",4,2024-12-28T20:45:50.471375
451,It Takes Two (1995),4,2024-12-28T20:45:50.471429
452,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.471483
453,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3,2024-12-28T20:45:50.471537
454,It Takes Two (1995),5,2024-12-28T20:45:50.471591
455,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.471646
456,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.471699
457,"American President, The (1995)",5,2024-12-28T20:45:50.471753
458,"American President, The (1995)",4,2024-12-28T20:45:50.471818
459,It Takes Two (1995),4,2024-12-28T20:45:50.471873
460,It Takes Two (1995),4,2024-12-28T20:45:50.471927
461,Restoration (1995),5,2024-12-28T20:45:50.471982
462,It Takes Two (1995),4,2024-12-28T20:45:50.472036
463,It Takes Two (1995),5,2024-12-28T20:45:50.472088
464,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.472137
465,Mortal Kombat (1995),2,2024-12-28T20:45:50.472190
466,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.472239
467,Get Shorty (1995),2,2024-12-28T20:45:50.472288
468,It Takes Two (1995),5,2024-12-28T20:45:50.472336
469,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.472384
470,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.472433
471,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.472492
472,Restoration (1995),5,2024-12-28T20:45:50.472542
473,Copycat (1995),4,2024-12-28T20:45:50.472591
474,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",2,2024-12-28T20:45:50.472642
475,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.472692
476,It Takes Two (1995),5,2024-12-28T20:45:50.472740
477,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.472788
478,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.472837
479,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.472886
480,Grumpier Old Men (1995),4,2024-12-28T20:45:50.472934
481,It Takes Two (1995),5,2024-12-28T20:45:50.472982
482,Restoration (1995),5,2024-12-28T20:45:50.473030
483,Casino (1995),3,2024-12-28T20:45:50.473079
484,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.473127
485,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.473176
486,"American President, The (1995)",4,2024-12-28T20:45:50.473225
487,It Takes Two (1995),5,2024-12-28T20:45:50.473273
488,Restoration (1995),5,2024-12-28T20:45:50.473321
489,It Takes Two (1995),5,2024-12-28T20:45:50.473370
490,Sudden Death (1995),3,2024-12-28T20:45:50.473419
491,It Takes Two (1995),4,2024-12-28T20:45:50.473470
492,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.473519
493,Pocahontas (1995),4,2024-12-28T20:45:50.473570
494,Pocahontas (1995),4,2024-12-28T20:45:50.473619
495,Toy Story (1995),3,2024-12-28T20:45:50.473668
496,It Takes Two (1995),4,2024-12-28T20:45:50.473717
497,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.473766
498,Casino (1995),4,2024-12-28T20:45:50.473815
499,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.473863
500,GoldenEye (1995),4,2024-12-28T20:45:50.473912
501,Leaving Las Vegas (1995),3,2024-12-28T20:45:50.473960
502,When Night Is Falling (1995),4,2024-12-28T20:45:50.474009
503,It Takes Two (1995),5,2024-12-28T20:45:50.474058
504,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.474106
505,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3,2024-12-28T20:45:50.474155
506,Cutthroat Island (1995),1,2024-12-28T20:45:50.474204
507,It Takes Two (1995),5,2024-12-28T20:45:50.474252
508,"American President, The (1995)",5,2024-12-28T20:45:50.474300
509,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.474355
510,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.474406
511,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.474455
512,Dracula: Dead and Loving It (1995),3,2024-12-28T20:45:50.474508
513,It Takes Two (1995),4,2024-12-28T20:45:50.474557
514,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.474609
515,It Takes Two (1995),4,2024-12-28T20:45:50.474657
516,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.474720
517,GoldenEye (1995),4,2024-12-28T20:45:50.474769
518,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.474818
519,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.474866
520,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.474915
521,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),3,2024-12-28T20:45:50.474963
522,Restoration (1995),4,2024-12-28T20:45:50.475012
523,Assassins (1995),1,2024-12-28T20:45:50.475060
524,It Takes Two (1995),5,2024-12-28T20:45:50.475109
525,It Takes Two (1995),5,2024-12-28T20:45:50.475157
526,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.475216
527,Mortal Kombat (1995),1,2024-12-28T20:45:50.475265
528,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.475313
529,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.475372
530,It Takes Two (1995),5,2024-12-28T20:45:50.475420
531,It Takes Two (1995),5,2024-12-28T20:45:50.475469
532,It Takes Two (1995),4,2024-12-28T20:45:50.475517
533,It Takes Two (1995),4,2024-12-28T20:45:50.475565
534,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.475613
535,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.475667
536,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.475716
537,Sabrina (1995),4,2024-12-28T20:45:50.475764
538,It Takes Two (1995),5,2024-12-28T20:45:50.475812
539,"American President, The (1995)",4,2024-12-28T20:45:50.475860
540,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.475908
541,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.475957
542,It Takes Two (1995),4,2024-12-28T20:45:50.476006
543,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.476055
544,Sabrina (1995),4,2024-12-28T20:45:50.476104
545,It Takes Two (1995),5,2024-12-28T20:45:50.476155
546,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.476204
547,It Takes Two (1995),5,2024-12-28T20:45:50.476253
548,It Takes Two (1995),4,2024-12-28T20:45:50.476302
549,It Takes Two (1995),5,2024-12-28T20:45:50.476351
550,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.476400
551,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.476448
552,"Usual Suspects, The (1995)",2,2024-12-28T20:45:50.476498
553,Seven (a.k.a. Se7en) (1995),2,2024-12-28T20:45:50.476546
554,Powder (1995),3,2024-12-28T20:45:50.476594
555,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.476642
556,Sabrina (1995),3,2024-12-28T20:45:50.476690
557,It Takes Two (1995),5,2024-12-28T20:45:50.476738
558,Restoration (1995),4,2024-12-28T20:45:50.476786
559,It Takes Two (1995),4,2024-12-28T20:45:50.476836
560,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.476887
561,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.476936
562,"American President, The (1995)",4,2024-12-28T20:45:50.476985
563,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.477033
564,It Takes Two (1995),5,2024-12-28T20:45:50.477081
565,"American President, The (1995)",4,2024-12-28T20:45:50.477129
566,Restoration (1995),4,2024-12-28T20:45:50.477178
567,Wings of Courage (1995),3,2024-12-28T20:45:50.477226
568,It Takes Two (1995),5,2024-12-28T20:45:50.477274
569,"Usual Suspects, The (1995)",2,2024-12-28T20:45:50.477322
570,It Takes Two (1995),5,2024-12-28T20:45:50.477370
571,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.477418
572,"American President, The (1995)",4,2024-12-28T20:45:50.477467
573,It Takes Two (1995),4,2024-12-28T20:45:50.477515
574,Restoration (1995),4,2024-12-28T20:45:50.477563
575,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.477611
576,It Takes Two (1995),4,2024-12-28T20:45:50.477659
577,It Takes Two (1995),5,2024-12-28T20:45:50.477707
578,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.477755
579,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.477803
580,It Takes Two (1995),5,2024-12-28T20:45:50.477852
581,"American President, The (1995)",4,2024-12-28T20:45:50.477899
582,Heat (1995),2,2024-12-28T20:45:50.477948
583,GoldenEye (1995),4,2024-12-28T20:45:50.478005
584,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.478054
585,GoldenEye (1995),4,2024-12-28T20:45:50.478105
586,It Takes Two (1995),5,2024-12-28T20:45:50.478152
587,It Takes Two (1995),4,2024-12-28T20:45:50.478201
588,It Takes Two (1995),5,2024-12-28T20:45:50.478249
589,Copycat (1995),4,2024-12-28T20:45:50.478296
590,Othello (1995),3,2024-12-28T20:45:50.478344
591,"American President, The (1995)",4,2024-12-28T20:45:50.478392
592,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.478441
593,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.478489
594,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.478540
595,Grumpier Old Men (1995),3,2024-12-28T20:45:50.478589
596,"American President, The (1995)",4,2024-12-28T20:45:50.478637
597,It Takes Two (1995),5,2024-12-28T20:45:50.478688
598,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.478736
599,It Takes Two (1995),5,2024-12-28T20:45:50.478785
600,It Takes Two (1995),5,2024-12-28T20:45:50.478833
601,When Night Is Falling (1995),3,2024-12-28T20:45:50.478882
602,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.478929
603,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.478977
604,It Takes Two (1995),5,2024-12-28T20:45:50.479025
605,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.479091
606,Casino (1995),4,2024-12-28T20:45:50.479140
607,It Takes Two (1995),5,2024-12-28T20:45:50.479188
608,It Takes Two (1995),5,2024-12-28T20:45:50.479236
609,Jumanji (1995),3,2024-12-28T20:45:50.479283
610,It Takes Two (1995),4,2024-12-28T20:45:50.479331
611,Nixon (1995),3,2024-12-28T20:45:50.479379
612,It Takes Two (1995),5,2024-12-28T20:45:50.479427
613,It Takes Two (1995),5,2024-12-28T20:45:50.479475
614,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.479523
615,It Takes Two (1995),5,2024-12-28T20:45:50.479572
616,It Takes Two (1995),5,2024-12-28T20:45:50.479623
617,Restoration (1995),4,2024-12-28T20:45:50.479671
618,It Takes Two (1995),5,2024-12-28T20:45:50.479718
619,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.479767
620,It Takes Two (1995),4,2024-12-28T20:45:50.479815
621,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.479864
622,When Night Is Falling (1995),4,2024-12-28T20:45:50.479913
623,Sabrina (1995),4,2024-12-28T20:45:50.480075
624,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.480155
625,It Takes Two (1995),4,2024-12-28T20:45:50.480218
626,It Takes Two (1995),5,2024-12-28T20:45:50.480276
627,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.480332
628,It Takes Two (1995),4,2024-12-28T20:45:50.480386
629,It Takes Two (1995),4,2024-12-28T20:45:50.480439
630,It Takes Two (1995),5,2024-12-28T20:45:50.480500
631,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.480554
632,Four Rooms (1995),3,2024-12-28T20:45:50.480606
633,Copycat (1995),4,2024-12-28T20:45:50.480660
634,Seven (a.k.a. Se7en) (1995),2,2024-12-28T20:45:50.480713
635,It Takes Two (1995),5,2024-12-28T20:45:50.480765
636,Four Rooms (1995),3,2024-12-28T20:45:50.480817
637,It Takes Two (1995),4,2024-12-28T20:45:50.480870
638,It Takes Two (1995),5,2024-12-28T20:45:50.480921
639,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),3,2024-12-28T20:45:50.480971
640,It Takes Two (1995),5,2024-12-28T20:45:50.481021
641,It Takes Two (1995),5,2024-12-28T20:45:50.481078
642,It Takes Two (1995),4,2024-12-28T20:45:50.481128
643,"American President, The (1995)",4,2024-12-28T20:45:50.481178
644,It Takes Two (1995),5,2024-12-28T20:45:50.481230
645,It Takes Two (1995),4,2024-12-28T20:45:50.481281
646,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.481331
647,It Takes Two (1995),4,2024-12-28T20:45:50.481380
648,It Takes Two (1995),5,2024-12-28T20:45:50.481429
649,Casino (1995),4,2024-12-28T20:45:50.481479
650,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.481528
651,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.481581
652,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.481630
653,It Takes Two (1995),5,2024-12-28T20:45:50.481681
654,It Takes Two (1995),5,2024-12-28T20:45:50.481730
655,When Night Is Falling (1995),4,2024-12-28T20:45:50.481779
656,Sabrina (1995),4,2024-12-28T20:45:50.481828
657,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.481877
658,It Takes Two (1995),5,2024-12-28T20:45:50.481926
659,It Takes Two (1995),4,2024-12-28T20:45:50.481972
660,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.482017
661,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.482066
662,It Takes Two (1995),5,2024-12-28T20:45:50.482111
663,It Takes Two (1995),4,2024-12-28T20:45:50.482157
664,Sabrina (1995),5,2024-12-28T20:45:50.482202
665,It Takes Two (1995),5,2024-12-28T20:45:50.482247
666,Pocahontas (1995),4,2024-12-28T20:45:50.482292
667,It Takes Two (1995),4,2024-12-28T20:45:50.482337
668,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.482381
669,It Takes Two (1995),5,2024-12-28T20:45:50.482426
670,It Takes Two (1995),5,2024-12-28T20:45:50.482471
671,Restoration (1995),5,2024-12-28T20:45:50.482516
672,It Takes Two (1995),4,2024-12-28T20:45:50.482561
673,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.482606
674,It Takes Two (1995),4,2024-12-28T20:45:50.482655
675,It Takes Two (1995),5,2024-12-28T20:45:50.482699
676,It Takes Two (1995),4,2024-12-28T20:45:50.482744
677,It Takes Two (1995),5,2024-12-28T20:45:50.482788
678,It Takes Two (1995),5,2024-12-28T20:45:50.482833
679,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.482878
680,Othello (1995),3,2024-12-28T20:45:50.482922
681,It Takes Two (1995),5,2024-12-28T20:45:50.482967
682,It Takes Two (1995),5,2024-12-28T20:45:50.483012
683,GoldenEye (1995),4,2024-12-28T20:45:50.483056
684,It Takes Two (1995),4,2024-12-28T20:45:50.483101
685,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483145
686,Tom and Huck (1995),2,2024-12-28T20:45:50.483193
687,GoldenEye (1995),3,2024-12-28T20:45:50.483237
688,"American President, The (1995)",4,2024-12-28T20:45:50.483282
689,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483327
690,Across the Sea of Time (1995),2,2024-12-28T20:45:50.483371
691,It Takes Two (1995),4,2024-12-28T20:45:50.483422
692,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483467
693,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483513
694,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483559
695,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.483605
696,It Takes Two (1995),4,2024-12-28T20:45:50.483650
697,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483695
698,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483740
699,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483784
700,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483830
701,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.483874
702,Ace Ventura: When Nature Calls (1995),2,2024-12-28T20:45:50.483919
703,It Takes Two (1995),5,2024-12-28T20:45:50.483963
704,It Takes Two (1995),4,2024-12-28T20:45:50.484008
705,It Takes Two (1995),4,2024-12-28T20:45:50.484053
706,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.484098
707,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.484142
708,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.484187
709,Grumpier Old Men (1995),3,2024-12-28T20:45:50.484232
710,Restoration (1995),5,2024-12-28T20:45:50.484277
711,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.484322
712,Restoration (1995),4,2024-12-28T20:45:50.484367
713,It Takes Two (1995),4,2024-12-28T20:45:50.484412
714,It Takes Two (1995),5,2024-12-28T20:45:50.484457
715,"American President, The (1995)",4,2024-12-28T20:45:50.484502
716,It Takes Two (1995),5,2024-12-28T20:45:50.484548
717,It Takes Two (1995),4,2024-12-28T20:45:50.484594
718,It Takes Two (1995),5,2024-12-28T20:45:50.484640
719,It Takes Two (1995),4,2024-12-28T20:45:50.484685
720,Four Rooms (1995),2,2024-12-28T20:45:50.484729
721,Dracula: Dead and Loving It (1995),2,2024-12-28T20:45:50.484774
722,It Takes Two (1995),5,2024-12-28T20:45:50.484819
723,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.484864
724,Restoration (1995),4,2024-12-28T20:45:50.484914
725,Money Train (1995),3,2024-12-28T20:45:50.484961
726,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485006
727,It Takes Two (1995),5,2024-12-28T20:45:50.485050
728,Carrington (1995),2,2024-12-28T20:45:50.485095
729,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485139
730,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485183
731,Restoration (1995),4,2024-12-28T20:45:50.485228
732,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485273
733,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.485318
734,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.485362
735,Grumpier Old Men (1995),4,2024-12-28T20:45:50.485406
736,It Takes Two (1995),5,2024-12-28T20:45:50.485451
737,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485496
738,It Takes Two (1995),5,2024-12-28T20:45:50.485540
739,It Takes Two (1995),5,2024-12-28T20:45:50.485585
740,It Takes Two (1995),4,2024-12-28T20:45:50.485629
741,It Takes Two (1995),5,2024-12-28T20:45:50.485677
742,It Takes Two (1995),5,2024-12-28T20:45:50.485721
743,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.485766
744,It Takes Two (1995),4,2024-12-28T20:45:50.485820
745,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485882
746,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485938
747,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.485983
748,It Takes Two (1995),5,2024-12-28T20:45:50.486028
749,It Takes Two (1995),5,2024-12-28T20:45:50.486074
750,It Takes Two (1995),5,2024-12-28T20:45:50.486118
751,It Takes Two (1995),4,2024-12-28T20:45:50.486166
752,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.486218
753,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.486264
754,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.486308
755,It Takes Two (1995),4,2024-12-28T20:45:50.486353
756,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.486399
757,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.486445
758,Othello (1995),3,2024-12-28T20:45:50.486490
759,It Takes Two (1995),4,2024-12-28T20:45:50.486535
760,It Takes Two (1995),5,2024-12-28T20:45:50.486628
761,It Takes Two (1995),5,2024-12-28T20:45:50.486689
762,Sense and Sensibility (1995),2,2024-12-28T20:45:50.486745
763,It Takes Two (1995),4,2024-12-28T20:45:50.486797
764,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.486846
765,Restoration (1995),5,2024-12-28T20:45:50.486893
766,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.486955
767,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.487002
768,It Takes Two (1995),4,2024-12-28T20:45:50.487048
769,Pocahontas (1995),4,2024-12-28T20:45:50.487093
770,It Takes Two (1995),5,2024-12-28T20:45:50.487150
771,Restoration (1995),4,2024-12-28T20:45:50.487196
772,Othello (1995),3,2024-12-28T20:45:50.487279
773,Sudden Death (1995),3,2024-12-28T20:45:50.487335
774,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.487384
775,It Takes Two (1995),5,2024-12-28T20:45:50.487431
776,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.487477
777,Wings of Courage (1995),4,2024-12-28T20:45:50.487523
778,GoldenEye (1995),4,2024-12-28T20:45:50.487569
779,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.487614
780,Copycat (1995),4,2024-12-28T20:45:50.487659
781,Restoration (1995),4,2024-12-28T20:45:50.487705
782,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.487750
783,It Takes Two (1995),5,2024-12-28T20:45:50.487795
784,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.487841
785,Powder (1995),4,2024-12-28T20:45:50.487887
786,It Takes Two (1995),5,2024-12-28T20:45:50.487932
787,It Takes Two (1995),5,2024-12-28T20:45:50.487978
788,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488024
789,It Takes Two (1995),4,2024-12-28T20:45:50.488068
790,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488113
791,Casino (1995),3,2024-12-28T20:45:50.488162
792,It Takes Two (1995),5,2024-12-28T20:45:50.488207
793,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488257
794,It Takes Two (1995),5,2024-12-28T20:45:50.488304
795,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.488350
796,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488395
797,"American President, The (1995)",5,2024-12-28T20:45:50.488440
798,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.488485
799,It Takes Two (1995),5,2024-12-28T20:45:50.488531
800,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488577
801,It Takes Two (1995),4,2024-12-28T20:45:50.488622
802,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488667
803,It Takes Two (1995),5,2024-12-28T20:45:50.488712
804,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488757
805,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.488802
806,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.488847
807,Now and Then (1995),4,2024-12-28T20:45:50.488893
808,"American President, The (1995)",5,2024-12-28T20:45:50.488937
809,It Takes Two (1995),4,2024-12-28T20:45:50.488982
810,It Takes Two (1995),5,2024-12-28T20:45:50.489027
811,It Takes Two (1995),5,2024-12-28T20:45:50.489072
812,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.489116
813,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.489161
814,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.489206
815,It Takes Two (1995),5,2024-12-28T20:45:50.489251
816,It Takes Two (1995),5,2024-12-28T20:45:50.489298
817,It Takes Two (1995),5,2024-12-28T20:45:50.489344
818,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.489392
819,Restoration (1995),4,2024-12-28T20:45:50.489437
820,It Takes Two (1995),5,2024-12-28T20:45:50.489481
821,It Takes Two (1995),4,2024-12-28T20:45:50.489526
822,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.489571
823,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.489616
824,It Takes Two (1995),5,2024-12-28T20:45:50.489661
825,It Takes Two (1995),5,2024-12-28T20:45:50.489705
826,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.489750
827,"American President, The (1995)",4,2024-12-28T20:45:50.489794
828,It Takes Two (1995),5,2024-12-28T20:45:50.489839
829,It Takes Two (1995),5,2024-12-28T20:45:50.489883
830,It Takes Two (1995),5,2024-12-28T20:45:50.489930
831,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.489974
832,It Takes Two (1995),5,2024-12-28T20:45:50.490024
833,GoldenEye (1995),4,2024-12-28T20:45:50.490069
834,It Takes Two (1995),5,2024-12-28T20:45:50.490113
835,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.490158
836,It Takes Two (1995),5,2024-12-28T20:45:50.490202
837,It Takes Two (1995),4,2024-12-28T20:45:50.490247
838,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.490292
839,Now and Then (1995),3,2024-12-28T20:45:50.490336
840,It Takes Two (1995),5,2024-12-28T20:45:50.490381
841,It Takes Two (1995),5,2024-12-28T20:45:50.490426
842,It Takes Two (1995),4,2024-12-28T20:45:50.490471
843,It Takes Two (1995),4,2024-12-28T20:45:50.490515
844,It Takes Two (1995),4,2024-12-28T20:45:50.490561
845,It Takes Two (1995),4,2024-12-28T20:45:50.490606
846,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.490650
847,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.490695
848,It Takes Two (1995),4,2024-12-28T20:45:50.490739
849,Wings of Courage (1995),3,2024-12-28T20:45:50.490784
850,It Takes Two (1995),5,2024-12-28T20:45:50.490833
851,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.490878
852,It Takes Two (1995),4,2024-12-28T20:45:50.490923
853,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.490968
854,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491013
855,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.491057
856,It Takes Two (1995),4,2024-12-28T20:45:50.491101
857,"American President, The (1995)",4,2024-12-28T20:45:50.491146
858,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491200
859,It Takes Two (1995),5,2024-12-28T20:45:50.491245
860,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491288
861,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491336
862,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491384
863,It Takes Two (1995),4,2024-12-28T20:45:50.491428
864,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491473
865,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491517
866,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491562
867,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.491607
868,Sabrina (1995),3,2024-12-28T20:45:50.491651
869,How to Make an American Quilt (1995),4,2024-12-28T20:45:50.491696
870,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491741
871,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.491785
872,Pocahontas (1995),4,2024-12-28T20:45:50.491830
873,It Takes Two (1995),5,2024-12-28T20:45:50.491874
874,It Takes Two (1995),5,2024-12-28T20:45:50.491919
875,It Takes Two (1995),5,2024-12-28T20:45:50.491963
876,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492008
877,It Takes Two (1995),5,2024-12-28T20:45:50.492053
878,It Takes Two (1995),4,2024-12-28T20:45:50.492097
879,It Takes Two (1995),5,2024-12-28T20:45:50.492141
880,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492186
881,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.492231
882,It Takes Two (1995),5,2024-12-28T20:45:50.492276
883,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492321
884,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492365
885,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492411
886,It Takes Two (1995),5,2024-12-28T20:45:50.492464
887,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492510
888,Father of the Bride Part II (1995),4,2024-12-28T20:45:50.492556
889,Father of the Bride Part II (1995),5,2024-12-28T20:45:50.492602
890,It Takes Two (1995),5,2024-12-28T20:45:50.492648
891,It Takes Two (1995),5,2024-12-28T20:45:50.492692
